id_cliente,nome,cognome,codice_fiscale,data_nascita,regione_residenza,comune_residenza,data_inizio_rapporto
1662,Ilaria,Tasca,LNTMLD92C15G532P,1960-06-18,Liguria,Savona,2021-02-17
1663,Rita,Bixio,BRSJCP87S42L192A,1958-07-09,Lazio,Latina,2024-03-23
1664,Lamberto,Giovine,GGGGNE97H07I922I,1973-05-15,Campania,Salerno,2015-10-17
1665,Vincentio,Gucci,CSTPLA93D66B521U,1974-09-28,Piemonte,Torino,2017-01-06
1666,Olga,Camicione,CCCVCR76M17F023Z,1972-08-05,Lombardia,Bergamo,2016-06-24
1667,Licia,Catalano,FRMFLP75B21H304P,1975-05-19,Basilicata,Matera,2018-12-06
1668,Gaetano,Surian,CHNLRN82H08A393O,1959-08-25,Calabria,Reggio Calabria,2024-04-24
1669,Tonia,Pisano,BRSRRA96R25F443Z,1970-03-26,Umbria,Terni,2020-08-05
1670,Stefano,Monaco,CTNRML64L65F941G,1957-03-02,Emilia-Romagna,Bologna,2023-07-18
1671,Liana,TREZZINI,LTRLNE26A26A295S,1984-07-23,Marche,Pesaro,2019-01-29
1672,Bianca,Canetta,PZZCSN70C67G403P,1975-06-26,Abruzzo,L'Aquila,2016-11-27
1673,Venancio,Andreotti,PLCLND60S23F365Q,1958-05-31,Friuli-Venezia Giulia,Udine,2017-06-28
1674,Giustino,Lopresti,PRDDLS79S07E212S,1971-03-25,Sardegna,Sassari,2016-11-11
1675,Nanni,Muti,BVLNTN39R03I703Y,1960-03-02,Lazio,Frosinone,2023-03-11
1676,Delfino,Trobbiani,CNVLMR28D53F698Y,1988-12-04,Umbria,Perugia,2022-02-22
1677,Sandro,Mozart,CLILRT24C27H779C,1983-11-04,Friuli-Venezia Giulia,Udine,2022-07-27
1678,Ermenegildo,Gadda,BRGFLP57E11D654O,1974-11-14,Toscana,Firenze,2015-09-15
1679,Piero,Borsiere,GLTNGC89T28H851I,1972-02-28,Molise,Campobasso,2023-07-16
1680,Lando,Cesarotti,BTGMRK80A65I534G,1978-08-28,Abruzzo,L'Aquila,2022-07-12
1681,Martino,Gioberti,PTRPMN55T42F582S,1956-11-15,Emilia-Romagna,Parma,2022-10-07
1682,Griselda,Cafarchia,CRQLGN99A31A429D,2005-04-09,Veneto,Treviso,2016-11-25
1683,Fredo,Bertoli,NSTLNI50R03I813Y,1956-07-13,Calabria,Reggio Calabria,2017-05-26
1684,SYLVIA,BABATI,CSSRLD09H64C272Q,1952-11-03,Marche,Ancona,2016-09-09
1685,Ciro,Duodo,GRSSIA45A27E625T,1959-01-07,Basilicata,Potenza,2025-05-02
1686,Torquato,Vidoni,RROPNI13M21L136B,1957-06-12,Marche,Ancona,2019-06-23
1687,Sebastiano,Rastelli,FRCNDD33E24M418Z,1945-05-06,Molise,Campobasso,2024-09-16
1688,Annibale,Carriera,MRNPLA00P15I408Y,2001-02-10,Valle d'Aosta,Courmayeur,2019-04-28
1689,Fulvio,Moschino,GBRSNR85P64L631U,1987-02-05,Marche,Ancona,2021-06-17
1690,Vincenzo,Cianciolo,BFFGCM29S52G588T,1952-02-20,Emilia-Romagna,Bologna,2018-12-11
1691,Lidia,Catenazzi,CMCSTL47M23H454I,1956-02-16,Marche,Ancona,2016-09-12
1692,Aldo,Bellocchio,ZFFBCC37E59B927J,2001-12-30,Veneto,Treviso,2021-08-27
1693,Alderano,Sandi,DLLPTZ96R63G152K,1966-08-08,Emilia-Romagna,Parma,2015-02-27
1694,Eleanora,Puglisi,MLNRLD11P50B557P,1950-07-13,Molise,Campobasso,2016-05-29
1695,ADELASIA,Ostinelli,GRSNRC42R44D159Y,1952-03-04,Molise,Isernia,2025-01-01
1696,Alessandro,Tartini,FRRFDC24B46L037I,1999-04-29,Marche,Pesaro,2016-06-23
1697,Melina,Garobbio,CPLPCC51R58M398J,1978-03-27,Liguria,La Spezia,2026-03-17
1698,Arsenio,Pizzamano,ZBRMRN19L21B249H,1997-09-07,Molise,Campobasso,2018-10-29
1699,Roman,Procacci,RTHDNN95D10G032A,1986-08-06,Toscana,Siena,2025-06-01
1700,Lidia,Geraci,MDGSSN84R30D896E,1957-07-05,Emilia-Romagna,Bologna,2022-02-07
1701,Federica,Gori,ZMRLSS36A29D728G,2004-05-15,Liguria,La Spezia,2018-11-16
1702,Pier,CASAGRANDE,ZCHRSL55H01F908G,1958-06-13,Piemonte,Cuneo,2021-01-28
1703,Ninetta,Comeriato,FFRNRC55S49A976R,1969-11-29,Friuli-Venezia Giulia,Pordenone,2020-02-09
1704,Mercedes,Vigliotti,PPTMTT52S43L977P,1988-09-21,Emilia-Romagna,Modena,2016-05-04
1705,Renata,Gagliano,ZMPMRA54B22I943S,1970-12-16,Abruzzo,Chieti,2018-03-04
1706,Giuseppina,Combi,TRTGRC73H30I079J,1972-08-19,Emilia-Romagna,Bologna,2018-07-23
1707,Dante,Gremese,NTRLLT69C08G296I,1956-08-12,Marche,Macerata,2021-04-28
1708,NATALIA,Mattarella,BRZMDA21M65C381P,1987-06-26,Lombardia,Pavia,2016-06-01
1709,Achille,Alboni,PPETTV08A44I977B,1973-01-15,Sicilia,Catania,2025-09-05
1710,Mariana,Pederiva,BRRRAI85D27G556K,1956-05-28,Friuli-Venezia Giulia,Trieste,2022-03-21
1711,Mario,Asprucci,BZOLDI67A20G936D,1966-04-07,Abruzzo,Chieti,2020-08-02
1712,Gustavo,Botticelli,BNMLDC06M54I332J,1979-06-19,Umbria,Perugia,2018-04-30
1713,Federigo,Trentin,RBRSMT52S05A507M,1968-11-12,Marche,Macerata,2016-07-02
1714,Lina,Pacetti,,1977-08-21,Veneto,Padova,2016-04-28
1715,Caterina,Lombardi,CTLRTR91M69B504K,1988-04-17,Liguria,Savona,2018-04-12
1716,Liliana,Pincherle,CSRDRD44A58I604L,1962-12-13,Friuli-Venezia Giulia,Pordenone,2019-03-22
1717,Carmelo,Stucchi,PSNNTN20R63M086N,1991-12-20,Molise,Campobasso,2026-04-22
1718,Chiara,Boiardo,RGRPRD67S58C792J,1971-10-02,Puglia,Bari,2020-11-08
1719,Baldassare,Ferraris,FRVMRN29B05M345G,1952-01-24,Lazio,Frosinone,2023-04-08
1720,Luca,Nugnes,FNZSBL51B15F861G,1998-04-12,Lazio,Latina,2024-12-17
1721,Bernardo,Scarlatti,FLNDLS86B03G462X,1970-07-20,Veneto,Treviso,2018-08-27
1722,Ettore,Abatantuono,CRDGNR96L48I885S,1994-07-29,Piemonte,Alessandria,2025-09-13
1723,Ubaldo,Mercati,SCHMLS69R12E043P,2002-12-26,Umbria,Terni,2022-04-07
1724,Dario,Favata,SGSNTN85P10D310H,1974-01-26,Piemonte,Alessandria,2015-11-19
1725,Giustino,Bembo,MNTNNS18L10F498W,1951-02-03,Lombardia,Milano,2018-02-20
1726,Antonello,Caccioppoli,LNTPPZ06D55C194W,1977-01-13,Veneto,Vicenza,2022-08-02
1727,Giuliana,Greggio,PZZMRT68B05L769Z,1992-01-27,Liguria,Genova,2024-05-03
1728,Ronaldo,Tartaglia,FNCNTN01C21A962I,1985-03-28,Puglia,Lecce,2018-07-27
1729,Tina,Strangio,CMCSNR24E17M065P,1949-09-16,Veneto,Verona,2020-01-22
1730,Piero,Donà,STRRMD29L68I899V,1989-11-29,Sardegna,Cagliari,2022-03-02
1731,Gianni,Vattimo,CRSMRN22P22D445J,1989-02-28,Piemonte,Alessandria,2015-07-12
1732,Pierangelo,BADOER,GRMRBT94A56I461Z,1963-09-27,Piemonte,Torino,2020-02-24
1733,Iolanda,Verdi,,1990-09-05,Marche,Pesaro,2018-09-06
1734,Patrizio,Tamburello,PRLNDA99C28I537L,1968-10-31,Lazio,Viterbo,2023-05-25
1735,Alberto,Ossani,PLTLGO18B22L057N,1962-07-26,Marche,Pesaro,2022-05-03
1736,Fausto,Esposito,NCCLRI86C03E229T,1999-02-18,Emilia-Romagna,Rimini,2026-06-24
1737,Giovanna,Ostinelli,MNTLGO57B22C817V,1963-06-12,Liguria,Genova,2019-06-28
1738,Pellegrino,Conti,TRSSNO98C03G133W,1998-03-23,Abruzzo,Pescara,2021-10-21
1739,ELLADIO,MONACO,SRCNNL71R58I320Q,1964-06-14,Marche,Pesaro,2026-06-18
1740,Giuliana,Inzaghi,RCCRSN77P10I437T,1989-10-27,Basilicata,Potenza,2023-09-19
1741,Alina,Antelami,CLNNGC42A31G486P,1988-01-30,Molise,Isernia,2021-05-26
1742,Greca,Giacometti,GRGTNN37S45D204D,1945-01-09,Valle d'Aosta,Aosta,2015-09-13
1743,Tonia,Moresi,BRNGRG44M21F870S,1984-12-05,Sicilia,Messina,2023-07-22
1744,Tonino,Satriani,RSSBTC45C08L653B,1962-02-12,Liguria,Savona,2024-06-28
1745,Alessia,Pigafetta,PNNSNR25P65H030F,1948-02-21,Lazio,Viterbo,2017-09-10
1746,Flavio,Aulenti,LNCNNI99B60A647G,1955-10-18,Calabria,Reggio Calabria,2015-09-06
1747,Liana,Scalera,TRRSLV49P45L233Q,1985-11-04,Valle d'Aosta,Aosta,2021-02-15
1748,Eleanora,Roero,CSSDMC40P59C097V,1964-05-01,Molise,Campobasso,2016-06-17
1749,Silvio,Baroffio,TRVCHL51S46H343L,1982-01-01,Emilia-Romagna,Rimini,2018-12-04
1750,Elena,Gioberti,BRLGRN03S69L345W,1970-04-06,Valle d'Aosta,Courmayeur,2025-09-30
1751,Michelotto,Pennetta,MNTRLD72A41H240G,1966-01-25,Sardegna,Cagliari,2025-01-17
1752,Delfino,Detti,VNDFDG99T51L188F,1995-02-23,Umbria,Terni,2025-12-16
1753,Nico,Inzaghi,FGNVNC50M59E236K,1998-08-27,Friuli-Venezia Giulia,Trieste,2023-03-28
1754,Gabriele,Cimarosa,MJWFLV81D61M324M,1994-06-08,Lazio,Viterbo,2018-04-08
1755,Donato,Tutino,PRNGNR24P69L980H,1986-12-10,Marche,Pesaro,2022-10-17
1756,Antonina,Camiscione,PRLZEI33B62H325M,1993-08-26,Calabria,Cosenza,2024-02-23
1757,Marcantonio,Fanucci,SRNFRN43L46G181U,1977-03-06,Calabria,Catanzaro,2025-06-19
1758,Fausto,Pininfarina,GRBSIA67R26H387Z,1990-06-06,Calabria,Catanzaro,2018-04-03
1759,Napoleone,Camicione,TPLBNC71T13D974G,1957-07-08,Lombardia,Pavia,2019-08-14
1760,Mirko,Asprucci,TRVGSP49P51A163J,1993-10-21,Calabria,Cosenza,2015-12-10
1761,Cristina,Michelangeli,LNUGLI28A47D303Z,1965-05-07,Umbria,Perugia,2022-07-06
1762,Eliana,Casarin,CRFMRA76M06A473E,1991-12-07,Liguria,La Spezia,2023-10-23
1763,Gaetano,Trentin,GLRGRN04B67D923S,1965-04-05,Molise,Campobasso,2025-03-05
1764,Giacobbe,Pertini,BRNMNL37M44D538H,1989-06-05,Molise,Campobasso,2018-03-28
1765,Ramona,Mondadori,CNVVNL93C12G630K,1963-10-10,Molise,Isernia,2017-03-02
1766,Valeria,Gabbana,SLVVNC12D66E584K,1961-08-30,Friuli-Venezia Giulia,Trieste,2016-08-07
1767,Ricciotti,Mercantini,NCHRSN34C23L308N,1945-12-13,Sicilia,Siracusa,2021-09-25
1768,Evangelista,Cantimori,BRSMLT99H46E925O,2001-12-27,Lazio,Frosinone,2015-12-10
1769,Oreste,Trupiano,TRVMRN71A20H872E,1987-06-28,Friuli-Venezia Giulia,Udine,2023-08-10
1770,Romana,Cheda,LBNGRN46C48L104L,1988-12-27,Marche,Pesaro,2015-08-12
1771,Uberto,Troisi,PGNTTR17H58I709R,1993-10-13,Valle d'Aosta,Courmayeur,2017-01-24
1772,Paloma,Rensi,BGIMNL98R57E469L,1979-01-29,Sicilia,Siracusa,2022-07-26
1773,Morena,Salgari,LPPLZR21C56H588V,1985-06-24,Friuli-Venezia Giulia,Pordenone,2019-11-10
1774,Martino,Toninelli,LPPMRN93R54M430W,1947-07-15,Marche,Macerata,2026-05-10
1775,Mirco,Mercantini,MNLTZN16E71G587A,1993-01-21,Abruzzo,L'Aquila,2016-02-04
1776,Danilo,Bramante,MNTLFD17A69A394C,1971-04-28,Trentino-Alto Adige,Bolzano,2018-08-26
1777,Ansaldo,CRESPI,PLLGNR75S69C481L,1962-11-12,Abruzzo,Pescara,2025-10-24
1778,Benito,Ginese,CRRLRI40B07A058E,1978-10-19,Puglia,Lecce,2015-12-26
1779,Luigi,Morpurgo,BNDVLR26S61E576A,1965-07-10,Marche,Pesaro,2024-12-21
1780,Angelina,Fagiani,LRDGSP36P17G609H,1999-04-19,Trentino-Alto Adige,Trento,2015-07-13
1781,Oreste,Pavone,CLLTLC88D54E847H,2001-12-15,Piemonte,Alessandria,2017-05-21
1782,Vittoria,Rossi,PNTNZE95A45D945Z,1950-11-06,Abruzzo,Pescara,2016-12-15
1783,ROSSANA,Totino,PCLGVN26B17C324J,1957-05-04,Liguria,Genova,2017-09-18
1784,Olga,Dossi,CHSLSE08C07G499X,1993-12-23,Trentino-Alto Adige,Merano,2023-05-17
1785,Emilio,Aldobrandi,CBBTNF48T41L540K,1955-05-25,Lazio,Frosinone,2015-11-22
1786,Carlo,TRAVIA,PRDGLM62C07H719E,1978-05-13,Abruzzo,Pescara,2016-05-06
1787,Angelica,Scaramucci,RMNVTI21M53F576D,1972-03-19,Veneto,Verona,2018-01-27
1788,Isa,Broschi,CEOFLP44M55D471I,1987-08-05,Trentino-Alto Adige,Merano,2025-09-23
1789,Giulio,Orsini,SRDDRT48C68G139N,1958-02-09,Lazio,Roma,2017-11-06
1790,Amedeo,Modigliani,BLZMNC99S24E893E,1995-10-17,Toscana,Firenze,2018-09-11
1791,Orazio,Visintini,CMCLSI06P28B925R,1968-07-19,Liguria,Genova,2024-02-12
1792,Letizia,Rosselli,SCTDNN08M22C292P,1962-04-13,Campania,Napoli,2023-05-20
1793,Gaetano,Ruberto,ZFFSPH74C31L022N,1988-01-03,Molise,Campobasso,2026-06-06
1794,Alphons,Modugno,DSSDRA73R30G590F,1991-10-07,Lombardia,Pavia,2021-06-14
1795,Giampaolo,Polizzi,CLLZRA54H22L202L,1958-01-22,Emilia-Romagna,Bologna,2015-11-24
1796,Bettina,Borromini,GLRMLE30C51G990E,1972-03-24,Puglia,Taranto,2022-05-03
1797,Mirco,Gottardi,MCCPLT39E14B297A,1987-02-08,Toscana,Pisa,2022-07-24
1798,Severino,Scaramucci,GLZRNT50E48M194Y,1967-07-29,Umbria,Perugia,2021-01-06
1799,Alessandro,Monte,GRTTLC78T64B236T,1966-06-25,Veneto,Vicenza,2019-04-16
1800,Filippo,Saffi,CRBFLV73C55A713Q,1969-12-27,Umbria,Terni,2020-12-01
1801,Ernesto,Bertoli,GZZRGR97P70F369I,1971-06-21,Marche,Ancona,2019-04-06
1802,Liana,Carducci,STRVRC41C19M321Y,1997-03-11,Friuli-Venezia Giulia,Udine,2018-11-21
1803,Anita,Travaglio,CSCCRT03S25B029J,1961-06-05,Veneto,Vicenza,2026-02-23
1804,Donato,Oscuro,BRRFRC22A69A449F,1993-03-19,Sicilia,Siracusa,2022-08-28
1805,Giustino,Vismara,SCRGLN64P68G117M,1980-04-07,Sardegna,Oristano,2015-01-27
1806,Raimondo,Necci,PLLSTL65H06C524J,1990-11-09,Toscana,Livorno,2024-06-06
1807,Etta,Ughi,BGNNNL25A49D251P,1954-09-12,Sardegna,Oristano,2025-09-07
1808,Gianpietro,Pedrazzini,MCHCML58B12I994M,1948-09-06,Lombardia,Milano,2016-07-29
1809,Sylvia,Cuzzocrea,CBRLNA99C21G196I,1982-12-22,Campania,Caserta,2019-08-06
1810,Fabio,Navarria,CBBGSP25M09G994D,1970-07-01,Valle d'Aosta,Courmayeur,2024-08-21
1811,STELLA,Tornatore,BTTRSL25A19E470X,1966-03-17,Molise,Isernia,2018-05-27
1812,Ruggiero,Bramante,TRTBTC77B05E273S,1963-03-24,Trentino-Alto Adige,Bolzano,2015-05-23
1813,Antonio,Coppola,CRPGNE20B28H391A,1988-08-16,Sardegna,Sassari,2017-10-17
1814,Imelda,SBARBARO,SCHLLD06B60I310C,1960-07-27,Toscana,Pisa,2019-12-11
1815,Lucrezia,Bruno,CRDLLN51B05L860R,1985-01-10,Emilia-Romagna,Rimini,2019-10-15
1816,FILIPPO,Bassi,BLBMRA17T11H097J,1979-06-30,Emilia-Romagna,Modena,2023-07-12
1817,Luciana,Trupiano,GRSGTN79T64C284A,1992-01-03,Abruzzo,L'Aquila,2022-09-05
1818,Amleto,Magrassi,RCLLLN43D18A134P,1978-06-18,Basilicata,Potenza,2018-03-29
1819,Fortunata,Endrizzi,MNZMBT13C65I453L,1963-08-02,Liguria,La Spezia,2019-11-21
1820,Ignazio,Durante,BLZGRG02P22E242H,1979-01-16,Friuli-Venezia Giulia,Trieste,2025-07-14
1821,Elena,Trezzini,MRLDRN73S11B446V,1985-07-29,Lazio,Roma,2015-06-29
1822,Enzio,Ludovisi,CRQLDN75D63L126Z,1983-01-20,Toscana,Siena,2017-01-02
1823,Mirko,Nibali,BZOCHL27T62G117X,1987-12-07,Sicilia,Messina,2018-07-19
1824,Cassandra,Musatti,TMBLSS99B08E894B,1948-04-04,Marche,Ancona,2023-07-22
1825,Danilo,Civaschi,FDRPTR45P51F801M,2000-03-20,Sicilia,Palermo,2016-02-15
1826,Mirko,Pedersoli,CSRGCM03E71A764C,1984-02-09,Lombardia,Bergamo,2021-03-31
1827,Vanessa,Crespi,CMNMRA06L04D897V,1965-10-19,Trentino-Alto Adige,Trento,2017-01-25
1828,Diana,Cutrufo,GNTSMN35A46G424T,1970-11-11,Basilicata,Potenza,2025-07-19
1829,Donatella,Binaghi,BRSPCC54R41E432X,1999-01-25,Puglia,Lecce,2016-09-23
1830,Gianluigi,Cesarotti,LMBNCT83B11D456E,1986-07-01,Trentino-Alto Adige,Trento,2023-04-11
1831,Giulio,Cugia,GRGVLR90E02C658J,1974-03-15,Veneto,Verona,2018-11-08
1832,Atenulf,Cattaneo,RSNLRN63R30I280A,1980-05-01,Toscana,Firenze,2018-01-10
1833,Eugenia,Salvini,RMZLVI79B52E782M,1996-06-26,Veneto,Vicenza,2021-04-06
1834,Camilla,Natta,,2002-06-06,Molise,Campobasso,2015-12-13
1835,Rosalia,Canali,GRGMRS55A04A446L,2005-10-14,Toscana,Siena,2023-11-10
1836,Angelina,Bianchi,TSOCSN04D01I679D,1999-04-29,Toscana,Livorno,2024-02-02
1837,Loredana,Pometta,CLLMRA51E25M208K,1956-04-29,Toscana,Siena,2015-10-26
1838,Carlo,Stefanelli,RNDNDA05P01F559X,1981-12-31,Friuli-Venezia Giulia,Pordenone,2023-08-01
1839,Cipriano,Ottino,CNVNRC75A68H744G,1964-05-04,Trentino-Alto Adige,Trento,2024-10-07
1840,Corrado,Moschino,SCRRRA25P02E396W,1957-07-19,Marche,Macerata,2021-10-09
1841,Rocco,Camanni,BRNMRS91D11A812A,1988-09-02,Calabria,Catanzaro,2023-12-15
1842,Antonio,Lupo,TRCGDU62E47I629G,1949-08-10,Toscana,Siena,2020-07-03
1843,Pasquale,Dulbecco,FRRLLR02R14B925Y,1976-06-13,Friuli-Venezia Giulia,Trieste,2025-06-07
1844,Maurilio,Turci,SFFPMP90L60C703G,1976-10-30,Valle d'Aosta,Courmayeur,2026-06-30
1845,Stefano,Badoglio,CSLPTZ00H07H218S,1976-08-16,Basilicata,Potenza,2022-06-08
1846,Ninetta,Filogamo,CRSRNR32L69E232P,1995-05-21,Sardegna,Cagliari,2021-01-17
1847,Raffaello,Condoleo,NTTRMN08P08I945W,1981-03-12,Liguria,La Spezia,2022-06-29
1848,Edoardo,Sibilia,BLBNNT34L14E574R,1991-05-20,Veneto,Verona,2017-10-07
1849,Ciro,Mattarella,SMNBLS14A55G305M,1958-10-04,Umbria,Perugia,2023-06-23
1850,Sebastiano,Schicchi,GRFNGC02T21C791S,1957-10-04,Lazio,Latina,2019-05-28
1851,Bettina,Gilardoni,ZNCVLR90S23C871X,1946-02-01,Piemonte,Alessandria,2017-12-25
1852,Antonina,Adinolfi,GRVBCC40C42C719K,1983-04-21,Puglia,Lecce,2020-09-21
1853,Cristina,Tassoni,MLPSLO76M30L851S,1968-10-27,Trentino-Alto Adige,Trento,2025-10-28
1854,Paolo,Trupiano,GRRBCC25M59E736L,1989-04-10,Trentino-Alto Adige,Merano,2017-07-24
1855,Giulietta,Casellati,PSCLMR13L70E103U,1987-01-26,Marche,Pesaro,2020-10-15
1856,Cirillo,Condoleo,SPLGVN06M16G136V,1992-04-03,Molise,Isernia,2018-06-28
1857,Goffredo,Grassi,DRGDIA55C07H919V,1967-01-03,Abruzzo,Chieti,2020-01-28
1858,Gloria,Totino,CRNRCR01B63I861Z,1989-10-04,Sicilia,Messina,2024-01-29
1859,Giustino,Deledda,CLILFD27M42F546I,1994-10-17,Veneto,Padova,2020-01-06
1860,Romeo,Veltroni,CMCBRR52A27B690F,1953-11-05,Toscana,Pisa,2026-05-06
1861,Fortunata,Babato,CDRBRN30H62H539N,1966-10-04,Friuli-Venezia Giulia,Trieste,2018-08-23
1862,Luisa,Toscanini,CMNCSN10M71A229N,1984-01-31,Campania,Napoli,2024-02-08
1863,Lisa,Valmarana,TMSMDA09P70E289M,1955-08-11,Piemonte,Alessandria,2021-11-28
1864,Vincenza,Guinizzelli,GHUDRD20B55M277M,1964-03-15,Sardegna,Oristano,2024-02-03
1865,Tiziana,Nosiglia,RSSMLN47M30A118V,1959-04-14,Puglia,Taranto,2022-05-03
1866,Adriana,Dossetti,SPRGBL69A14F111P,1958-06-18,Valle d'Aosta,Aosta,2024-08-11
1867,Lucio,Sforza,RRGLSE48R03D219Z,1949-08-10,Puglia,Lecce,2015-01-18
1868,Carolina,Pincherle,BRNDNI65M22I801K,2004-10-03,Basilicata,Matera,2016-12-17
1869,Camilla,Jovinelli,RNDPTZ64C15H807H,1948-07-18,Piemonte,Torino,2015-01-02
1870,Marcella,Perini,BNGGFR05R52C443G,1954-08-25,Liguria,La Spezia,2020-12-29
1871,Laura,Casagrande,BRNPRN14H54A445E,1957-06-09,Basilicata,Matera,2016-06-16
1872,Simone,Villarosa,CEOMLN36S29I703Z,1953-08-16,Campania,Caserta,2026-02-18
1873,Graziella,Virgilio,MNTVRN48H04I393F,1987-05-29,Basilicata,Potenza,2025-02-23
1874,Romeo,Pezzali,MGLSLV05R30E535S,1982-07-02,Abruzzo,L'Aquila,2020-04-10
1875,Iolanda,Longhena,PSSGNT92E70G555Z,1958-05-06,Trentino-Alto Adige,Bolzano,2018-06-25
1876,Pomponio,Asprucci,SNDTLL39C43E791Y,1956-04-25,Lombardia,Monza,2018-05-08
1877,Agostino,Correr,CMCRLD18C70D835B,1988-03-16,Friuli-Venezia Giulia,Trieste,2024-10-06
1878,Barbara,Golino,LNEDNI00P59M394U,1997-09-21,Abruzzo,Chieti,2021-10-14
1879,Monica,Gargallo,DNSPSL68T57C429H,1980-01-23,Piemonte,Novara,2019-04-18
1880,Diana,Basadonna,CBNGLN50M45I114L,1961-09-27,Puglia,Foggia,2026-02-28
1881,Vincentio,Russo,RRCLNA79B03D223H,1956-12-03,Basilicata,Matera,2022-05-02
1882,Benito,Gabbana,GRSLRA84R21I777P,1961-07-04,Sardegna,Oristano,2015-03-02
1883,Ettore,Fittipaldi,CNNGNL27M64E388C,1958-04-18,Valle d'Aosta,Courmayeur,2015-12-11
1884,Vincenza,ABATANTUONO,FNCGNT05E51F980B,1961-03-13,Sardegna,Cagliari,2024-05-16
1885,TULLIO,Caccioppoli,MNTLSS21H70M361M,1978-06-20,Friuli-Venezia Giulia,Pordenone,2022-07-25
1886,Gustavo,Marangoni,CLLGSP15R44E617M,1958-04-06,Toscana,Pisa,2022-06-16
1887,Luciano,Bajardi,LXRGDI03R14E329I,1992-06-08,Veneto,Treviso,2019-05-31
1888,Rosina,Bocca,SRRBCC98P45H522R,1993-05-04,Emilia-Romagna,Parma,2025-03-28
1889,Giuliano,Varano,VRGLGO93A28E311K,1987-07-28,Lazio,Roma,2024-05-11
1890,Romolo,Vigorelli,CGNGRN10M09E448D,1998-01-05,Veneto,Vicenza,2019-12-31
1891,Ugo,CAMPANO,MGHRSN23L21E048V,2004-12-20,Piemonte,Novara,2020-09-12
1892,GIUSTINO,Vergassola,VRNGNT89R53H481I,1966-06-10,Trentino-Alto Adige,Bolzano,2023-11-27
1893,Dolores,Vianello,MZZTNN48R50H407A,1946-06-20,Puglia,Foggia,2026-04-03
1894,Victoria,Bulzoni,MRPGLI40S42B172V,2004-07-05,Campania,Caserta,2016-02-24
1895,Delfino,Chinnici,BGITNI99M12C623W,1966-01-26,Umbria,Perugia,2023-09-22
1896,Ida,Paruta,NCLCRL09M03E541Z,1983-07-14,Trentino-Alto Adige,Merano,2016-10-14
1897,Giuliana,Bixio,VNVPLT50D14D398J,1960-03-01,Valle d'Aosta,Courmayeur,2021-07-22
1898,Gionata,Polani,CLGMRN74E11E009R,1977-06-05,Trentino-Alto Adige,Trento,2017-03-10
1899,Caterina,Bertolucci,SPNDRN06A60H022X,1951-02-26,Abruzzo,Chieti,2016-09-16
1900,Fernanda,Manunta,MNCNCT74E06A473L,1950-12-03,Piemonte,Novara,2021-01-21
1901,Lando,Paoletti,LNRRFL55M54A502E,1986-09-29,Lombardia,Pavia,2026-06-16
1902,Marcantonio,Roccabonella,CTRLBT39H54L317P,1976-09-09,Valle d'Aosta,Aosta,2018-12-16
1903,Mirco,Stoppani,MRPLPN73M66M335D,1950-09-10,Molise,Campobasso,2018-08-22
1904,LIVIO,Meucci,FRRMLN77A14B408B,2001-08-30,Umbria,Terni,2022-11-18
1905,Gioachino,Pacomio,PRNRZO16S46I301Q,1964-01-20,Emilia-Romagna,Rimini,2018-10-04
1906,Piero,Morandini,BRNCRD50S51G474H,1965-05-06,Molise,Campobasso,2026-02-01
1907,Concetta,Nadi,BRNDRN88S14B708R,1948-04-07,Liguria,Genova,2025-02-27
1908,Simonetta,Fanucci,DLBCRT37C31I203L,2003-03-15,Abruzzo,L'Aquila,2022-08-06
1909,Nedda,Salvo,SBRSLT39L45I225X,1957-01-11,Basilicata,Potenza,2017-02-25
1910,Luchino,Boitani,BBTCLC10C49H625M,1994-08-31,Lombardia,Monza,2022-08-23
1911,Ciro,Cabibbo,TLSGRG68P61E172B,1972-12-30,Lazio,Latina,2024-07-18
1912,Atenulf,Albertini,CNNMRN75P13F187E,1968-03-04,Friuli-Venezia Giulia,Trieste,2023-07-07
1913,Lara,Tagliafierro,FRRRAI22R20L509X,1977-08-21,Sardegna,Oristano,2016-09-07
1914,Micheletto,Ruggeri,LBLMRA17T14I538Z,1974-05-28,Piemonte,Alessandria,2019-02-22
1915,Giuseppe,Dallara,BRRNRC93B46A536S,1977-07-11,Marche,Ancona,2017-07-17
1916,Gastone,Trotta,GRMSNT43D54D738A,1996-09-17,Calabria,Reggio Calabria,2019-10-06
1917,Ida,Pavone,SCLPLA44S06D967U,1993-07-25,Friuli-Venezia Giulia,Pordenone,2016-10-14
1918,Giustino,Tosi,MSTCTN15S18H462N,1994-07-22,Abruzzo,L'Aquila,2021-09-03
1919,Luisa,Giannini,GRSMLI96E42A315E,1953-05-05,Friuli-Venezia Giulia,Udine,2022-06-23
1920,Giorgia,Riccardi,MRNNNN36S55D666B,1945-05-12,Sardegna,Oristano,2017-05-25
1921,Loretta,Combi,BRSCML17D05M108O,1968-09-17,Emilia-Romagna,Bologna,2018-07-24
1922,Laura,SAGESE,VLMSLS87R64I783M,1961-08-11,Valle d'Aosta,Aosta,2017-04-30
1923,Calcedonio,SALVEMINI,PZZGRM31S50G904J,1990-09-23,Abruzzo,Pescara,2020-05-08
1924,Eva,Dellucci,DNRMDA24P58E078K,1989-03-14,Veneto,Padova,2020-05-02
